OID;LATITUDE;LONGITUDE;YEAR;EQ_PRIMARY
1218;40.235;-124.348;1991;6.2
1196;-6.038;-77.13;1991;6.4
1225;4.554;-77.442;1991;6.4
1189;35.993;70.423;1991;6.4
1211;-8.099;124.681;1991;6.5
1197;-5.982;-77.094;1991;6.7
1193;58.427;-175.45;1991;6.7
1190;-9.929;159.139;1991;6.9
1222;30.78;78.774;1991;7
1202;42.453;43.673;1991;7
1188;23.613;95.901;1991;7.1
1221;-9.094;158.442;1991;7.2
1209;1.196;122.787;1991;7.5
1229;45.533;151.021;1991;7.6
1230;18;108;1992;3.7
1232;-7.138;109.067;1992;4.4
1233;31.726;50.778;1992;4.6
1251;29.134;52.187;1992;4.7
1253;29.778;31.144;1992;5.3
1245;36.705;-116.293;1992;5.4
1249;29.087;66.74;1992;5.5
1231;35.106;139.644;1992;5.6
1240;33.377;71.317;1992;6
1247;32.536;141.641;1992;6.3
1236;33.961;-116.318;1992;6.3
1244;34.203;-116.827;1992;6.7
1234;39.71;39.605;1992;6.9
1242;-11.122;165.239;1992;7
1252;-6.087;26.651;1992;7
1254;6.845;-76.806;1992;7
1241;19.613;-77.872;1992;7
1246;39.419;143.33;1992;7
1237;40.368;-124.316;1992;7.1
1255;7.075;-76.862;1992;7.4
1239;7.191;126.762;1992;7.5
1248;42.142;73.575;1992;7.5
1243;34.201;-116.436;1992;7.6
1256;-8.48;121.896;1992;7.8
1280;18.12;76.533;1993;4.6
1264;30.692;50.886;1993;5.1
1259;32.104;60.088;1993;5.1
1268;30.149;50.814;1993;5.4
1272;15.385;31.69;1993;5.5
1258;23.027;101.062;1993;5.6
1271;38.224;21.756;1993;5.6
1282;39.263;75.533;1993;5.6
1263;45.035;-122.607;1993;5.6
1269;9.821;-83.622;1993;5.8
1276;42.314;-122.012;1993;6
1277;18.066;76.451;1993;6.2
1262;29.084;87.333;1993;6.2
1265;-11.652;-76.53;1993;6.3
1260;37.634;137.245;1993;6.3
1273;41.985;139.839;1993;6.3
1261;-14.385;-178.252;1993;6.4
1267;-28.886;-176.819;1993;6.6
1278;-5.889;146.02;1993;6.9
1281;51.934;158.647;1993;7
1266;51.218;157.829;1993;7.5
1257;43.3;143.691;1993;7.6
1274;12.982;144.801;1993;7.8
1284;40.33;-76.037;1994;4.6
1314;20.524;109.33;1994;5.3
1292;19.803;-72.799;1994;5.4
1312;40.741;-124.31;1994;5.5
1283;36.028;100.104;1994;5.7
1287;42.762;-110.976;1994;5.8
1305;28.968;52.614;1994;5.9
1306;35.52;-0.106;1994;5.9
1301;-10.341;113.369;1994;6.1
1291;29.096;52.617;1994;6.1
1290;30.853;60.596;1994;6.1
1295;36.901;67.163;1994;6.1
1300;24.511;121.905;1994;6.4
1294;40.608;143.683;1994;6.4
1299;-10.777;113.366;1994;6.5
1296;23.959;122.448;1994;6.5
1298;-10.362;112.892;1994;6.6
1285;34.213;-118.537;1994;6.7
1304;-42.963;171.658;1994;6.8
1309;-1.258;127.98;1994;6.8
1302;2.917;-76.057;1994;6.8
1289;-4.967;104.302;1994;6.9
1286;1.015;127.733;1994;7
1307;40.402;-125.68;1994;7
1311;13.525;121.067;1994;7.1
1310;43.905;147.916;1994;7.3
1293;-18.039;-178.413;1994;7.6
1297;-10.477;112.835;1994;7.8
1313;40.525;143.419;1994;7.8
1303;-13.841;-67.553;1994;8.2
1321;37.925;139.186;1995;5.4
1331;36.427;103.123;1995;5.6
1319;35.046;32.279;1995;5.9
1337;65.17;-148.565;1995;6
1342;26.003;102.227;1995;6.2
1318;4.104;-76.622;1995;6.4
1335;38.063;30.134;1995;6.4
1316;5.05;-72.916;1995;6.5
1329;38.401;22.283;1995;6.5
1325;40.149;21.695;1995;6.6
1343;-28.906;-71.417;1995;6.7
1338;-2.045;101.436;1995;6.8
1324;12.047;125.92;1995;6.8
1341;28.094;130.148;1995;6.8
1326;-8.452;125.049;1995;6.9
1320;-4.183;135.109;1995;6.9
1315;34.583;135.018;1995;6.9
1336;-2.75;-77.881;1995;7
1340;27.929;130.175;1995;7.1
1328;52.629;142.827;1995;7.1
1323;12.059;125.58;1995;7.2
1334;16.779;-98.597;1995;7.4
1333;-5.799;154.178;1995;7.7
1345;44.663;149.3;1995;7.9
1332;-23.34;-70.294;1995;8
1339;19.055;-104.205;1995;8
1357;31.555;139.931;1996;5.7
1352;-1.036;-78.737;1996;5.9
1354;40.774;109.661;1996;6
1359;42.803;17.936;1996;6
1351;39.993;76.696;1996;6.3
1347;27.291;100.276;1996;6.6
1361;30.568;131.093;1996;6.6
1364;31.789;131.314;1996;6.7
1362;31.885;131.468;1996;6.7
1360;21.898;121.498;1996;6.8
1358;-22.118;-113.436;1996;6.9
1350;15.978;-98.07;1996;7.1
1353;-6.518;154.999;1996;7.2
1356;51.478;-176.847;1996;7.3
1349;-9.593;-79.587;1996;7.5
1363;-14.993;-75.675;1996;7.7
1346;0.729;119.931;1996;7.9
1355;51.564;-177.632;1996;7.9
1348;-0.891;136.952;1996;8.2
1367;40.956;19.672;1997;4.7
1373;34.872;71.62;1997;4.9
1386;-26.857;26.619;1997;5
1372;39.422;76.839;1997;5.6
1388;43.048;12.879;1997;5.7
1383;23.083;80.041;1997;5.8
1365;41.026;74.284;1997;5.8
1390;-3.776;119.727;1997;5.9
1384;33.938;59.475;1997;5.9
1368;39.474;76.998;1997;5.9
1375;39.513;76.865;1997;5.9
1387;4.358;96.494;1997;6
1376;39.537;76.998;1997;6
1389;43.084;12.812;1997;6
1396;22.212;92.702;1997;6.1
1374;31.92;130.429;1997;6.1
1371;38.075;48.05;1997;6.1
1391;31.959;141.878;1997;6.2
1377;39.527;76.941;1997;6.2
1382;36.411;70.945;1997;6.4
1380;13.986;144.901;1997;6.5
1369;37.661;57.291;1997;6.5
1395;37.57;20.656;1997;6.6
1379;11.112;-60.892;1997;6.7
1397;1.241;122.536;1997;7
1385;10.598;-63.486;1997;7
1393;-30.933;-71.22;1997;7.1
1370;29.976;68.208;1997;7.1
1366;18.219;-102.756;1997;7.2
1381;33.825;59.809;1997;7.2
1394;35.069;87.325;1997;7.5
1392;-22.101;-176.772;1997;7.7
1398;54.841;162.035;1997;7.8
1429;26.373;104.021;1998;4.5
1407;43.164;12.701;1998;5.2
1424;41.925;20.39;1998;5.3
1426;27.791;53.608;1998;5.4
1425;33.199;47.225;1998;5.4
1423;44.209;20.08;1998;5.5
1427;27.308;101.029;1998;5.6
1412;37.388;78.843;1998;5.6
1405;39.977;76.731;1998;5.6
1418;23.407;120.736;1998;5.7
1399;41.083;114.5;1998;5.7
1408;32.457;59.976;1998;5.8
1417;38.717;48.507;1998;6
1416;38.65;-28.626;1998;6.2
1414;39.027;143.441;1998;6.2
1401;15.883;-96.298;1998;6.3
1415;36.878;35.307;1998;6.3
1403;36.479;71.086;1998;6.4
1421;39.66;77.343;1998;6.4
1411;-17.731;-65.431;1998;6.6
1422;-8.194;112.413;1998;6.6
1400;14.374;-91.473;1998;6.6
1404;30.154;57.605;1998;6.6
1413;37.106;70.11;1998;6.6
1419;-2.943;142.582;1998;7
1420;-0.593;-80.393;1998;7.2
1410;22.306;125.308;1998;7.5
1428;-2.071;124.891;1998;7.7
1406;-62.877;149.527;1998;8.1
1431;42.962;46.954;1999;3.2
1443;21.544;91.895;1999;4.2
1453;-13.64;-74.43;1999;4.4
1457;24.589;102.872;1999;4.6
1432;38.193;-1.566;1999;4.8
1460;40.459;122.889;1999;5
1435;41.131;114.658;1999;5.1
1445;40.711;29.949;1999;5.2
1458;36.92;54.9;1999;5.3
1454;39.899;113.983;1999;5.3
1439;40.802;47.448;1999;5.4
1464;35.321;-1.281;1999;5.6
1461;40.358;42.346;1999;5.7
1455;40.744;30.266;1999;5.7
1447;40.709;30.045;1999;5.8
1452;23.445;120.506;1999;5.9
1433;34.259;69.364;1999;6
1446;38.119;23.605;1999;6
1430;4.461;-75.724;1999;6.2
1438;29.501;51.88;1999;6.2
1463;-6.845;105.555;1999;6.5
1449;23.738;121.158;1999;6.5
1434;28.343;57.193;1999;6.6
1436;30.512;79.403;1999;6.6
1437;-16.66;-72.662;1999;6.8
1440;18.386;-97.436;1999;7
1451;34.594;-116.271;1999;7.2
1456;40.758;31.161;1999;7.2
1462;15.766;119.74;1999;7.3
1459;-16.423;168.214;1999;7.5
1450;16.059;-96.931;1999;7.5
1444;40.76;29.97;1999;7.6
1448;23.772;120.982;1999;7.7
